timestamp,x,y,z
0,6.77,-0.1,-6.53
10,6.85,-0.15,-6.53
20,6.88,-0.16,-6.53
30,6.73,-0.05,-6.59
40,6.6,0.01,-6.66
50,6.7,-0.12,-6.65
60,7.12,-0.26,-6.84
70,7.26,-0.33,-6.92
80,7.28,-0.34,-6.97
90,7.41,-0.38,-6.98
100,7.46,-0.3,-7.06
110,7.17,-0.16,-7.01
120,6.98,-0.11,-6.79
130,6.88,-0.11,-6.65
140,6.8,-0.04,-6.64
150,6.74,-0.04,-6.51
160,6.68,0.01,-6.54
170,6.7,0.07,-6.62
180,6.75,0.09,-6.76
190,6.79,0.02,-6.64
200,6.79,-0.03,-6.59
210,6.86,-0.05,-6.61
220,6.79,-0.03,-6.62
230,6.71,0.05,-6.7
240,6.66,0.1,-6.61
250,6.61,0.1,-6.5
260,6.58,0.07,-6.32
270,6.53,-0.0,-6.14
280,6.55,-0.09,-6.01
290,6.6,-0.17,-5.96
300,6.74,-0.2,-6.18
310,6.85,-0.21,-6.44
320,6.88,-0.21,-6.55
330,6.79,-0.17,-6.63
340,6.74,-0.13,-6.74
350,6.66,-0.13,-6.77
360,6.42,-0.11,-6.56
370,6.29,-0.11,-6.42
380,6.32,-0.17,-6.32
390,6.36,-0.27,-6.18
400,6.44,-0.33,-6.24
410,6.59,-0.33,-6.57
420,6.67,-0.31,-6.82
430,6.54,-0.26,-6.95
440,6.23,-0.16,-7.01
450,5.95,-0.09,-6.9
460,5.88,-0.13,-6.67
470,5.77,-0.21,-6.55
480,5.71,-0.28,-6.41
490,5.75,-0.31,-6.28
500,5.71,-0.26,-6.35
510,5.6,-0.18,-6.4
520,5.49,-0.16,-6.47
530,5.51,-0.14,-6.59
540,5.49,-0.06,-6.68
550,5.12,0.04,-6.66
560,4.95,0.26,-6.85
570,4.84,0.54,-7.19
580,4.72,0.92,-7.68
590,4.68,1.3,-7.93
600,4.16,1.47,-7.7
610,3.46,1.24,-6.69
620,3.03,0.65,-5.09
630,3.06,-0.02,-3.77
640,3.49,-0.4,-3.5
650,4.41,-0.58,-4.36
660,5.26,-0.29,-5.96
670,5.69,0.23,-7.58
680,5.73,0.85,-8.84
690,5.42,1.27,-9.28
700,4.76,1.27,-8.81
710,4.16,0.9,-7.69
720,4.09,0.3,-6.78
730,5.32,-0.11,-6.6
740,5.21,-0.75,-6.95
750,6.28,-0.73,-7.85
760,6.92,-0.4,-9.47
770,6.73,-0.07,-10.79
780,6.34,-0.37,-10.49
790,6.36,-1.12,-9.66
800,6.98,-1.72,-9.61
810,8.15,-2.06,-10.21
820,9.0,-2.07,-10.98
830,9.27,-1.63,-11.92
840,8.77,-1.14,-12.22
850,8.2,-0.74,-11.96
860,7.84,-0.49,-11.37
870,7.58,-0.37,-10.45
880,7.34,-0.18,-9.64
890,6.87,0.03,-8.74
900,6.51,0.39,-8.34
910,6.22,0.71,-8.22
920,6.13,0.99,-8.5
930,6.33,1.16,-8.77
940,6.38,1.21,-8.69
950,6.48,1.34,-8.74
960,6.46,1.5,-8.86
970,6.4,1.66,-8.97
980,6.48,1.78,-9.34
990,6.87,1.86,-9.81
1000,7.11,1.84,-9.85
