timestamp,x,y,z
0,7.74,-0.97,-5.3
10,7.81,-0.94,-5.2
20,8.18,-0.74,-5.3
30,8.49,-0.51,-5.52
40,8.45,-0.49,-5.42
50,8.15,-0.57,-5.22
60,8.08,-0.55,-5.1
70,8.09,-0.47,-5.23
80,8.06,-0.4,-5.54
90,8.24,-0.41,-5.74
100,8.5,-0.37,-5.94
110,8.66,-0.4,-6.03
120,8.62,-0.45,-6.05
130,8.43,-0.44,-6.12
140,8.42,-0.49,-6.17
150,8.31,-0.59,-5.91
160,7.93,-0.59,-5.59
170,7.65,-0.63,-5.27
180,7.95,-0.53,-5.53
190,8.55,-0.52,-5.64
200,8.56,-0.57,-5.48
210,8.2,-0.52,-5.26
220,7.92,-0.42,-5.16
230,7.76,-0.38,-4.82
240,7.35,-0.29,-4.57
250,6.72,-0.02,-4.51
260,6.0,0.19,-4.45
270,5.66,0.45,-4.8
280,5.43,0.58,-5.04
290,5.27,0.62,-5.07
300,5.3,0.61,-5.24
310,5.48,0.67,-5.66
320,5.64,0.68,-5.74
330,6.29,0.81,-6.0
340,6.74,0.76,-5.98
350,6.15,0.61,-5.52
360,5.6,0.45,-5.37
370,5.66,0.39,-5.54
380,5.64,0.24,-5.4
390,5.58,0.31,-5.37
400,5.39,0.57,-5.65
410,5.12,0.64,-5.75
420,5.65,0.75,-6.08
430,6.1,0.78,-6.34
440,6.15,0.63,-6.18
450,6.11,0.47,-5.8
460,6.08,0.32,-5.34
470,5.69,0.18,-5.2
480,5.02,-0.08,-5.16
490,5.05,-0.54,-5.09
500,5.63,-0.88,-5.42
510,6.56,-0.99,-6.13
520,7.56,-0.81,-7.09
530,8.24,-0.4,-7.88
540,8.84,0.2,-8.73
550,8.66,0.7,-9.11
560,6.89,0.54,-8.61
570,5.63,-0.24,-7.22
580,5.46,-1.16,-5.9
590,6.66,-1.68,-5.71
600,7.82,-1.87,-6.18
610,8.37,-1.6,-7.0
620,11.11,-1.06,-7.71
630,7.1,-1.66,-7.0
640,6.62,-0.73,-10.48
650,9.72,-1.34,-7.81
660,9.65,-1.25,-8.73
670,9.31,-1.03,-9.7
680,9.58,-0.82,-10.2
690,9.77,-0.5,-10.63
700,10.25,-0.22,-11.08
710,10.66,0.07,-11.21
720,10.66,0.33,-11.18
730,10.35,0.49,-10.74
740,9.78,0.7,-10.49
750,9.28,0.87,-9.94
760,8.87,1.1,-9.57
770,8.5,1.3,-9.2
780,8.32,1.53,-9.0
790,8.14,1.72,-8.82
800,8.04,1.62,-8.66
810,7.96,1.45,-8.3
820,7.83,1.47,-8.34
830,8.02,1.41,-8.38
840,8.42,1.35,-8.81
850,8.76,1.13,-8.56
860,8.84,0.9,-8.4
870,8.55,0.8,-8.13
880,8.19,1.07,-8.54
890,7.78,1.33,-8.93
900,7.69,1.42,-8.97
910,7.59,1.3,-8.77
920,7.18,0.91,-8.0
930,6.48,0.45,-7.06
940,5.91,0.07,-6.22
950,5.87,-0.35,-5.51
960,5.9,-0.65,-5.02
970,5.5,-0.63,-5.02
980,4.96,-0.41,-5.41
990,4.94,-0.25,-6.2
1000,5.35,-0.33,-6.77
