timestamp,x,y,z
0,4.78,0.2,-7.43
10,4.7,0.28,-7.6
20,4.42,0.33,-7.54
30,4.08,0.49,-7.58
40,3.54,0.81,-8.09
50,3.21,1.19,-8.99
60,2.99,1.05,-8.08
70,2.82,0.91,-7.22
80,2.44,0.87,-6.5
90,2.42,0.82,-6.16
100,2.12,0.95,-6.23
110,1.89,0.93,-6.3
120,1.69,0.57,-5.31
130,1.95,0.18,-4.8
140,2.19,-0.1,-4.9
150,2.83,-0.25,-5.48
160,2.85,0.1,-6.91
170,2.72,0.66,-8.44
180,2.45,1.34,-9.93
190,2.44,1.92,-11.06
200,2.18,2.36,-11.1
210,1.1,2.04,-8.88
220,0.34,1.46,-5.94
230,-0.15,0.98,-3.93
240,-0.24,0.97,-4.04
250,-0.01,1.45,-6.09
260,1.13,1.94,-9.19
270,2.32,2.17,-10.66
280,2.05,2.75,-12.35
290,1.4,2.59,-11.63
300,0.8,1.62,-9.4
310,1.26,0.76,-8.24
320,2.39,0.35,-8.91
330,3.47,0.51,-10.95
340,4.57,0.71,-12.66
350,5.14,1.24,-14.8
360,5.66,1.41,-14.93
370,4.82,1.24,-13.25
380,3.91,0.95,-11.08
390,3.36,0.32,-8.84
400,3.22,-0.39,-6.84
410,3.74,-0.31,-7.94
420,4.14,0.17,-10.55
430,5.05,0.34,-11.88
440,5.39,0.56,-12.5
450,5.41,1.26,-14.04
460,4.98,1.47,-13.51
470,4.57,1.46,-12.17
480,3.78,1.87,-12.18
490,2.72,1.82,-10.41
500,2.11,1.58,-8.33
510,1.99,1.65,-7.86
520,2.28,2.03,-8.7
530,2.24,2.61,-10.31
540,2.59,2.6,-10.14
550,2.86,2.41,-9.65
560,2.93,2.2,-9.17
570,2.63,2.29,-9.3
580,2.28,2.44,-9.54
590,1.99,2.56,-9.66
600,1.87,2.63,-9.69
610,2.12,2.52,-9.59
620,2.61,2.41,-9.69
630,3.01,2.41,-9.98
640,3.11,2.41,-10.07
650,2.98,2.45,-10.17
660,3.13,2.32,-9.82
670,3.34,2.28,-9.86
680,3.69,2.12,-9.6
690,3.75,2.09,-9.47
700,3.69,2.16,-9.3
710,3.54,2.3,-9.28
720,3.49,2.42,-9.66
730,3.4,2.4,-9.68
740,3.24,2.3,-9.5
750,3.35,2.16,-9.3
760,3.62,2.03,-9.28
770,3.88,1.93,-9.55
780,4.23,1.85,-9.74
790,4.41,1.96,-10.5
800,4.64,1.69,-9.9
810,5.0,1.46,-9.47
820,5.7,1.24,-9.37
830,6.1,1.13,-9.47
840,5.95,1.01,-9.15
850,5.35,0.99,-8.98
860,4.82,1.05,-9.22
870,4.4,1.03,-9.4
880,3.86,1.02,-9.12
890,3.36,1.08,-8.77
900,2.83,0.91,-7.93
910,2.64,0.76,-7.58
920,2.77,0.26,-6.6
930,3.09,-0.16,-6.02
940,3.67,-0.37,-6.27
950,4.24,-0.48,-6.67
960,4.61,-0.45,-7.1
970,4.55,-0.46,-6.97
980,4.27,-0.37,-6.89
990,3.96,-0.29,-7.24
1000,4.08,-0.3,-7.47
