timestamp,x,y,z
0,6.37,1.37,-7.53
10,6.16,1.46,-7.54
20,6.08,1.48,-7.44
30,6.01,1.42,-7.25
40,6.03,1.4,-7.29
50,6.17,1.43,-7.46
60,6.28,1.39,-7.55
70,6.39,1.33,-7.59
80,6.43,1.32,-7.57
90,6.25,1.36,-7.47
100,6.01,1.37,-7.25
110,5.96,1.37,-7.11
120,6.04,1.31,-6.97
130,6.11,1.24,-6.95
140,6.15,1.29,-7.21
150,6.19,1.34,-7.35
160,6.21,1.32,-7.29
170,6.31,1.27,-7.05
180,6.25,1.3,-6.94
190,6.06,1.37,-6.78
200,5.84,1.53,-6.69
210,5.57,1.63,-6.42
220,5.16,1.71,-6.17
230,4.57,1.88,-6.11
240,4.25,1.78,-5.68
250,4.19,1.94,-6.49
260,4.44,1.69,-6.19
270,4.64,1.46,-6.09
280,4.87,1.37,-6.48
290,5.13,1.3,-6.74
300,4.97,1.44,-7.24
310,4.84,1.64,-7.74
320,4.58,1.79,-7.86
330,4.31,2.06,-8.12
340,3.81,2.32,-8.26
350,3.45,2.43,-7.66
360,3.31,2.43,-7.08
370,3.02,2.31,-5.99
380,2.66,2.1,-4.68
390,2.51,2.16,-4.63
400,2.55,2.32,-5.15
410,2.35,2.58,-5.75
420,2.27,2.77,-6.36
430,2.07,2.89,-6.73
440,1.88,2.81,-6.72
450,1.94,2.52,-6.24
460,2.12,2.6,-6.97
470,2.57,2.67,-7.98
480,3.07,2.76,-8.94
490,3.35,2.95,-9.8
500,2.9,3.08,-10.01
510,3.2,2.4,-8.39
520,2.77,1.85,-7.35
530,2.84,1.2,-6.82
540,3.43,0.72,-7.17
550,3.97,0.66,-8.58
560,4.61,0.97,-10.67
570,5.44,1.2,-12.08
580,6.0,1.51,-13.13
590,5.94,1.57,-12.85
600,4.98,1.48,-11.67
610,3.95,1.3,-10.13
620,3.28,1.05,-8.94
630,3.4,0.75,-8.24
640,3.89,0.73,-8.55
650,4.33,0.8,-9.16
660,4.52,0.94,-9.57
670,4.44,0.96,-9.56
680,4.42,0.94,-9.52
690,4.3,0.88,-9.32
700,4.05,0.57,-8.4
710,3.84,0.55,-8.42
720,3.75,0.84,-9.24
730,3.81,1.17,-10.28
740,3.97,1.05,-10.03
750,4.5,0.87,-9.66
760,4.75,1.07,-9.99
770,4.82,1.3,-10.22
780,4.57,1.51,-10.24
790,4.04,1.53,-9.69
800,3.72,1.58,-9.3
810,3.51,1.68,-9.31
820,3.37,1.86,-9.86
830,3.52,2.04,-10.49
840,3.62,2.18,-10.98
850,3.87,2.12,-11.03
860,4.06,2.04,-10.77
870,4.21,1.92,-10.18
880,4.24,1.98,-10.05
890,4.28,2.21,-10.43
900,4.19,2.5,-10.83
910,4.17,2.69,-10.98
920,3.99,2.67,-10.59
930,3.82,2.6,-10.08
940,3.73,2.59,-9.96
950,3.71,2.63,-9.9
960,4.09,2.48,-9.67
970,4.9,2.24,-9.59
980,5.83,2.04,-9.69
990,6.3,1.91,-9.75
1000,6.18,1.94,-9.79
