timestamp,x,y,z
0,3.6,2.02,-7.33
10,3.43,2.21,-7.54
20,3.29,2.47,-7.74
30,2.99,2.71,-7.94
40,2.72,3.0,-8.18
50,2.34,3.54,-9.38
60,2.34,3.11,-7.87
70,2.27,2.6,-6.35
80,2.29,2.31,-5.79
90,2.6,1.98,-5.78
100,3.16,1.7,-6.04
110,3.58,1.62,-6.58
120,3.8,1.66,-7.13
130,3.94,1.78,-7.48
140,3.77,1.93,-7.52
150,3.43,2.15,-7.56
160,2.68,2.35,-7.34
170,2.12,2.26,-6.72
180,1.78,1.92,-5.91
190,1.88,1.72,-5.86
200,2.24,1.63,-6.36
210,2.62,1.64,-7.11
220,2.8,1.79,-7.99
230,2.88,1.64,-8.35
240,2.81,1.41,-8.54
250,2.77,1.41,-8.82
260,3.82,1.0,-9.07
270,3.0,1.04,-9.8
280,3.7,1.31,-10.86
290,4.45,1.04,-10.37
300,4.02,1.39,-11.13
310,3.8,1.31,-10.58
320,3.68,0.95,-9.8
330,3.64,0.63,-9.58
340,3.81,0.46,-9.94
350,3.98,0.57,-10.74
360,4.16,0.72,-11.41
370,4.43,0.92,-11.98
380,4.65,1.2,-12.74
390,5.03,1.18,-12.79
400,4.94,0.72,-11.74
410,4.64,0.22,-10.58
420,4.75,-0.1,-10.11
430,4.78,-0.16,-10.29
440,4.98,-0.07,-10.67
450,4.99,0.15,-11.05
460,4.92,0.57,-11.78
470,4.7,0.97,-12.27
480,4.11,1.44,-12.42
490,3.52,1.82,-12.12
500,3.17,1.9,-11.27
510,3.0,1.68,-9.9
520,2.95,1.56,-8.75
530,2.95,1.65,-8.29
540,2.86,1.88,-8.19
550,2.77,2.11,-8.37
560,2.76,2.25,-8.66
570,2.76,2.25,-8.98
580,2.79,2.17,-9.29
590,2.87,2.13,-9.58
600,3.09,2.14,-9.92
610,3.28,2.19,-10.31
620,3.5,2.2,-10.61
630,3.85,2.06,-10.81
640,4.05,1.94,-11.01
650,4.12,1.77,-10.94
660,4.24,1.61,-10.81
670,4.23,1.49,-10.7
680,4.29,1.24,-10.24
690,4.21,1.08,-9.83
700,4.16,1.01,-9.69
710,4.34,0.72,-9.41
720,4.69,0.3,-9.05
730,4.87,0.02,-8.93
740,4.87,-0.09,-9.18
750,4.97,-0.11,-9.59
760,5.22,-0.07,-10.16
770,5.49,0.06,-10.81
780,5.16,-0.0,-10.75
790,5.02,-0.3,-10.18
800,4.84,-0.42,-10.04
810,4.53,-0.4,-9.93
820,3.58,-0.26,-9.86
830,2.99,-0.38,-9.02
840,2.69,-0.41,-8.29
850,2.6,-0.26,-8.48
860,2.74,-0.23,-8.71
870,2.87,-0.46,-8.6
880,2.96,-0.94,-8.02
890,3.14,-1.2,-7.2
900,3.28,-1.03,-7.27
910,3.5,-0.85,-7.27
920,3.38,-0.68,-7.27
930,3.18,-0.59,-7.27
940,3.02,-0.63,-7.22
950,3.04,-0.61,-7.45
960,3.28,-0.53,-7.73
970,3.39,-0.39,-7.68
980,3.21,-0.09,-7.92
990,3.05,-0.02,-7.33
1000,2.79,-0.21,-6.17
