timestamp,x,y,z
0,6.86,0.85,-6.79
10,6.78,0.8,-6.88
20,6.79,0.73,-6.93
30,7.08,0.63,-7.09
40,7.43,0.4,-7.19
50,7.72,0.09,-7.11
60,7.83,-0.32,-7.01
70,7.65,-0.85,-6.87
80,7.38,-1.39,-6.51
90,7.5,-1.8,-6.53
100,7.88,-2.12,-7.01
110,8.39,-2.2,-8.28
120,8.81,-2.14,-9.31
130,9.02,-1.92,-10.16
140,8.74,-1.54,-10.58
150,8.04,-1.18,-10.17
160,7.28,-0.9,-9.05
170,6.64,-0.83,-7.77
180,6.39,-0.94,-6.34
190,6.17,-0.99,-5.32
200,5.95,-0.87,-4.54
210,5.76,-0.54,-4.24
220,5.74,-0.2,-3.9
230,5.72,-0.18,-3.1
240,5.92,-0.12,-2.98
250,6.04,-0.07,-3.13
260,6.08,0.08,-3.56
270,6.11,0.44,-4.48
280,6.11,0.84,-5.19
290,5.94,1.19,-5.52
300,5.78,1.5,-5.72
310,5.57,1.76,-5.63
320,4.94,2.06,-5.43
330,4.62,2.27,-5.78
340,4.08,2.7,-6.34
350,3.79,2.8,-6.13
360,3.9,2.3,-4.43
370,3.65,2.56,-6.01
380,2.98,3.22,-7.99
390,3.33,3.41,-8.32
400,4.03,2.99,-8.03
410,4.43,2.69,-8.09
420,4.71,2.6,-8.14
430,4.97,2.59,-8.44
440,5.56,2.46,-8.8
450,6.0,2.37,-9.0
460,6.35,2.43,-9.34
470,6.5,2.65,-9.42
480,6.55,2.74,-9.18
490,6.49,2.72,-8.68
500,6.35,2.67,-8.25
510,6.15,2.56,-8.01
520,6.34,2.32,-7.52
530,6.34,2.27,-7.45
540,6.33,2.33,-7.5
550,6.28,2.46,-7.44
560,5.93,2.65,-7.84
570,6.01,2.67,-7.59
580,5.76,2.7,-7.47
590,5.41,2.55,-7.24
600,5.37,2.42,-6.99
610,5.19,2.1,-6.73
620,5.27,1.8,-6.6
630,5.25,1.76,-6.76
640,5.23,1.73,-6.82
650,5.31,1.73,-6.99
660,5.07,1.87,-7.48
670,4.55,1.84,-7.2
680,4.32,2.0,-7.11
690,3.53,2.08,-6.93
700,2.77,1.9,-6.35
710,2.66,1.7,-5.85
720,2.6,1.6,-5.88
730,2.67,1.36,-5.71
740,2.88,1.23,-5.48
750,3.0,1.32,-6.01
760,3.09,1.38,-6.49
770,3.36,1.45,-6.73
780,3.57,1.72,-7.14
790,3.72,1.95,-7.66
800,3.72,1.98,-7.48
810,3.68,2.09,-7.2
820,2.38,1.91,-5.75
830,2.04,1.75,-5.11
840,2.34,1.64,-4.91
850,3.26,1.59,-5.58
860,4.03,1.58,-6.13
870,4.18,1.2,-6.12
880,4.38,0.76,-5.88
890,4.86,0.7,-6.97
900,5.55,0.96,-9.0
910,6.4,1.13,-10.29
920,6.81,1.0,-10.45
930,6.62,0.88,-10.41
940,6.59,0.69,-10.67
950,6.79,0.04,-9.91
960,7.37,-0.46,-9.73
970,7.7,-0.9,-9.78
980,8.26,-1.13,-10.1
990,9.08,-1.65,-9.18
1000,11.2,-0.21,-12.48
