timestamp,x,y,z
0,3.6,1.44,-6.05
10,3.58,1.48,-6.08
20,3.58,1.67,-6.34
30,3.6,2.03,-6.73
40,3.35,2.19,-7.22
50,3.2,2.02,-7.25
60,2.65,1.58,-6.74
70,2.34,0.92,-6.0
80,2.62,0.2,-4.77
90,2.94,0.06,-4.36
100,3.43,0.51,-5.36
110,3.49,1.28,-6.86
120,2.9,1.82,-8.1
130,3.08,1.95,-8.69
140,3.12,1.32,-8.02
150,3.2,0.37,-6.57
160,3.04,-0.63,-4.86
170,3.39,-1.37,-3.46
180,3.8,-1.28,-3.76
190,4.49,-0.25,-6.06
200,5.34,1.06,-8.44
210,5.11,1.74,-10.28
220,3.77,1.15,-9.58
230,3.86,0.09,-7.89
240,4.75,-0.92,-7.09
250,6.32,-1.54,-7.36
260,8.18,-1.45,-8.82
270,9.37,-0.79,-10.75
280,9.39,0.23,-12.43
290,8.33,0.85,-13.07
300,7.16,0.88,-12.25
310,6.36,0.33,-10.64
320,6.13,-0.38,-9.17
330,6.66,-0.84,-8.5
340,7.46,-0.67,-9.5
350,7.68,-0.33,-10.13
360,7.18,-0.04,-10.56
370,7.05,0.58,-11.43
380,7.12,0.92,-11.35
390,7.49,1.0,-10.46
400,7.11,1.09,-10.21
410,3.52,0.39,-8.52
420,4.08,0.14,-7.51
430,6.68,0.31,-7.69
440,6.63,0.64,-8.56
450,5.43,0.95,-9.06
460,5.12,0.88,-8.26
470,7.06,1.33,-10.79
480,6.59,0.62,-7.11
490,2.17,1.08,-9.56
500,5.28,1.81,-10.56
510,6.65,2.04,-10.98
520,6.56,2.07,-10.6
530,6.03,2.04,-10.18
540,5.09,2.0,-9.26
550,4.15,2.06,-9.04
560,4.47,2.05,-8.58
570,4.96,2.17,-8.94
580,5.48,2.32,-9.31
590,5.57,2.39,-9.54
600,5.46,2.46,-9.73
610,5.07,2.4,-9.33
620,4.87,2.26,-9.11
630,4.98,2.13,-8.87
640,5.2,1.98,-8.79
650,5.49,1.89,-8.96
660,5.9,1.75,-9.16
670,6.19,1.45,-9.03
680,6.85,1.12,-9.06
690,7.53,0.9,-9.42
700,7.64,0.91,-10.1
710,7.51,0.93,-10.46
720,7.23,0.98,-10.49
730,6.89,1.03,-10.45
740,6.62,0.91,-10.09
750,6.64,0.67,-9.78
760,6.86,0.17,-8.89
770,6.6,-0.19,-9.54
780,8.49,-0.59,-6.96
790,7.04,-0.81,-6.9
800,5.98,-0.37,-7.75
810,5.7,-0.06,-7.44
820,4.38,0.47,-8.32
830,3.81,0.58,-8.09
840,3.39,0.27,-7.41
850,3.39,0.17,-7.54
860,3.58,-0.11,-7.34
870,4.06,-0.39,-7.17
880,3.98,-0.65,-6.73
890,3.27,-0.8,-5.66
900,2.16,-0.7,-5.57
910,1.59,-0.53,-5.84
920,1.91,-0.43,-6.43
930,2.76,-0.45,-6.77
940,3.52,-0.5,-7.1
950,4.1,-0.66,-6.87
960,4.54,-0.71,-6.54
970,4.94,-0.78,-6.17
980,5.2,-0.84,-5.98
990,4.98,-0.83,-5.26
1000,4.64,-0.58,-5.18
