timestamp,x,y,z
0,2.28,3.68,-8.01
10,2.34,3.58,-7.19
20,2.26,3.9,-7.58
30,1.88,4.12,-7.92
40,1.42,4.34,-7.92
50,0.87,4.55,-7.58
60,0.51,4.58,-7.14
70,0.1,4.56,-6.49
80,-0.06,4.46,-5.93
90,0.04,4.34,-5.7
100,0.29,4.14,-5.78
110,0.81,3.78,-5.85
120,1.36,3.37,-5.61
130,1.62,3.01,-5.67
140,1.7,2.82,-6.04
150,1.63,2.72,-6.62
160,1.38,2.73,-7.62
170,1.31,2.72,-8.58
180,1.51,2.66,-9.23
190,1.97,2.43,-9.39
200,2.4,2.12,-9.12
210,2.6,1.77,-8.65
220,2.81,1.39,-7.94
230,2.91,1.11,-7.47
240,2.93,1.09,-7.89
250,2.91,1.19,-8.74
260,2.95,1.26,-9.41
270,2.93,1.28,-9.72
280,2.73,1.21,-9.62
290,2.55,1.14,-9.34
300,2.53,1.04,-8.78
310,2.63,0.96,-8.19
320,2.57,0.88,-7.92
330,2.55,0.91,-8.24
340,2.65,0.99,-8.64
350,2.66,1.04,-8.75
360,2.36,0.99,-8.73
370,2.34,1.02,-8.45
380,2.58,0.86,-8.16
390,2.86,0.85,-8.63
400,2.78,0.82,-9.0
410,2.69,0.97,-9.63
420,2.15,1.24,-10.23
430,1.7,1.53,-10.59
440,1.55,1.63,-10.59
450,1.57,1.77,-10.57
460,1.35,1.86,-10.48
470,1.19,1.94,-10.34
480,1.27,2.0,-10.37
490,1.43,2.03,-10.41
500,1.59,1.97,-10.22
510,1.8,1.9,-10.09
520,1.61,1.96,-9.89
530,1.24,2.04,-9.59
540,1.27,2.08,-9.28
550,1.37,2.08,-9.2
560,1.38,2.09,-9.27
570,1.46,1.93,-8.93
580,1.26,1.92,-8.35
590,1.01,2.04,-8.1
600,1.03,2.09,-8.07
610,0.97,2.08,-8.1
620,0.68,2.19,-8.43
630,0.56,2.43,-9.31
640,0.37,2.72,-10.57
650,0.21,3.03,-11.43
660,0.07,3.16,-11.61
670,-0.02,3.13,-11.12
680,-0.0,2.96,-10.29
690,-0.01,2.81,-9.51
700,-0.26,2.76,-8.93
710,-0.24,2.69,-8.67
720,-0.04,2.64,-8.66
730,0.06,2.7,-8.98
740,0.06,2.72,-9.1
750,0.01,2.7,-9.04
760,0.14,2.62,-9.07
770,0.22,2.57,-9.14
780,0.25,2.59,-9.15
790,0.02,2.6,-9.06
800,-0.06,2.61,-9.02
810,-0.0,2.44,-8.63
820,0.19,2.23,-8.19
830,0.46,2.13,-8.09
840,0.69,2.04,-8.09
850,0.82,1.98,-8.32
860,0.91,2.01,-8.75
870,0.86,2.03,-9.05
880,0.75,2.09,-9.3
890,0.61,2.14,-9.32
900,0.59,2.12,-9.22
910,0.69,2.12,-9.11
920,0.82,2.08,-8.92
930,0.99,2.04,-9.01
940,1.09,2.03,-8.98
950,1.14,2.01,-8.93
960,1.06,2.08,-8.92
970,0.86,2.23,-9.3
980,0.82,2.34,-9.43
990,0.75,2.36,-9.3
1000,0.76,2.46,-9.46
