timestamp,x,y,z
0,6.88,1.99,-5.86
10,6.77,1.99,-5.76
20,6.91,1.99,-5.88
30,6.86,2.04,-6.05
40,6.9,2.08,-6.14
50,6.89,2.18,-6.41
60,6.79,2.22,-6.4
70,6.74,2.17,-6.33
80,6.79,2.13,-6.17
90,6.86,2.14,-6.31
100,6.86,2.2,-6.57
110,6.85,2.23,-6.63
120,6.8,2.23,-6.61
130,6.83,2.15,-6.49
140,6.81,2.09,-6.34
150,6.78,2.07,-6.11
160,6.86,2.09,-6.08
170,6.73,2.14,-6.21
180,6.78,2.14,-6.17
190,6.84,2.1,-6.06
200,6.92,2.09,-6.14
210,6.9,2.04,-6.22
220,6.85,2.04,-6.25
230,6.84,2.04,-6.27
240,6.9,2.06,-6.45
250,6.91,2.1,-6.7
260,6.89,2.13,-6.79
270,6.9,2.11,-6.74
280,6.6,2.17,-6.57
290,6.41,2.2,-6.39
300,6.35,2.18,-6.22
310,6.35,2.26,-6.42
320,6.33,2.31,-6.55
330,6.37,2.28,-6.53
340,6.35,2.26,-6.42
350,6.18,2.32,-6.35
360,6.14,2.33,-6.44
370,6.06,2.33,-6.44
380,5.99,2.32,-6.38
390,5.74,2.36,-6.41
400,5.87,2.28,-6.0
410,5.98,2.28,-6.1
420,5.76,2.55,-6.77
430,5.71,2.59,-6.79
440,5.79,2.46,-6.55
450,5.95,2.26,-6.35
460,5.81,2.22,-6.34
470,5.67,2.18,-6.43
480,5.6,2.07,-5.92
490,5.66,2.02,-6.33
500,5.69,2.1,-6.49
510,5.67,2.0,-6.18
520,5.73,1.85,-6.09
530,5.88,1.71,-5.96
540,5.86,1.59,-6.13
550,5.88,1.52,-6.14
560,5.98,1.51,-6.64
570,6.09,1.42,-6.75
580,6.11,1.32,-6.8
590,5.59,1.22,-6.78
600,6.2,0.97,-6.46
610,6.12,0.77,-6.12
620,6.05,0.66,-6.16
630,5.96,0.7,-6.48
640,5.98,0.72,-6.92
650,6.14,0.62,-7.19
660,6.51,0.53,-7.01
670,6.45,0.37,-6.74
680,6.32,0.24,-6.7
690,6.12,0.16,-6.93
700,5.95,0.04,-6.81
710,6.08,-0.16,-6.5
720,6.25,-0.24,-6.7
730,6.24,-0.18,-7.19
740,6.73,-0.2,-7.66
750,7.13,-0.39,-7.7
760,7.3,-0.6,-7.52
770,7.25,-0.61,-7.64
780,7.06,-0.46,-8.05
790,6.77,-0.29,-8.22
800,6.69,-0.32,-8.0
810,6.39,-0.27,-7.91
820,6.06,0.07,-8.16
830,6.1,0.26,-9.25
840,6.39,0.18,-9.4
850,6.44,0.01,-9.33
860,6.52,0.04,-9.28
870,6.42,0.13,-9.07
880,6.27,0.14,-8.74
890,6.35,0.2,-8.67
900,5.99,0.33,-8.41
910,5.68,0.49,-8.17
920,5.52,0.55,-7.85
930,5.46,0.53,-7.45
940,5.33,0.67,-7.56
950,5.37,0.75,-7.63
960,5.32,0.72,-7.54
970,5.53,0.8,-7.6
980,5.54,0.91,-7.83
990,5.22,1.2,-8.39
1000,7.49,2.02,-9.99
