timestamp,x,y,z
0,3.38,1.78,-8.4
10,3.35,1.75,-8.39
20,3.36,1.74,-8.51
30,3.4,1.72,-8.58
40,3.37,1.74,-8.67
50,3.27,1.73,-8.7
60,3.3,1.75,-8.61
70,3.32,1.7,-8.36
80,3.32,1.68,-8.13
90,3.3,1.71,-8.07
100,3.21,1.77,-8.12
110,3.12,1.86,-8.24
120,3.11,1.92,-8.42
130,3.09,1.99,-8.45
140,3.05,2.0,-8.4
150,2.89,2.03,-8.5
160,2.87,2.06,-8.48
170,2.85,2.06,-8.37
180,2.77,2.06,-8.24
190,2.76,2.08,-8.1
200,2.63,2.13,-8.09
210,2.64,2.18,-8.03
220,2.39,2.26,-7.9
230,2.21,2.27,-7.79
240,2.1,2.22,-7.35
250,1.95,2.19,-7.07
260,1.69,2.15,-6.99
270,1.54,2.18,-7.27
280,1.51,2.14,-7.36
290,1.47,2.09,-7.46
300,1.29,2.01,-7.64
310,1.23,1.84,-7.78
320,1.43,1.7,-7.62
330,0.85,0.91,-6.63
340,2.08,1.05,-7.48
350,1.9,0.79,-7.65
360,2.01,0.63,-8.06
370,2.02,0.54,-8.23
380,2.13,0.41,-8.17
390,2.15,0.18,-7.94
400,2.22,-0.12,-7.58
410,2.66,-0.57,-6.9
420,2.76,-0.66,-7.56
430,2.8,-0.77,-8.21
440,3.05,-0.88,-8.96
450,3.09,-0.99,-9.36
460,3.18,-0.95,-10.35
470,3.4,-1.05,-10.56
480,3.7,-1.43,-9.67
490,3.65,-1.44,-10.05
500,3.5,-1.28,-10.75
510,3.42,-1.14,-11.1
520,3.3,-1.08,-11.22
530,3.03,-1.03,-11.15
540,2.98,-0.99,-10.76
550,3.01,-1.03,-9.99
560,2.91,-0.94,-9.78
570,2.93,-0.91,-9.8
580,3.2,-1.01,-9.85
590,3.43,-1.23,-9.83
600,3.68,-1.45,-9.82
610,3.97,-1.63,-10.29
620,4.24,-1.7,-11.24
630,4.51,-1.53,-12.75
640,4.54,-1.27,-14.18
650,4.51,-1.04,-14.87
660,4.26,-0.6,-15.36
670,3.68,-0.42,-13.86
680,3.2,0.11,-12.79
690,2.42,1.04,-13.0
700,1.4,1.86,-13.04
710,0.94,2.46,-12.55
720,0.64,2.92,-12.11
730,0.44,3.31,-11.63
740,0.29,3.66,-11.13
750,0.2,4.06,-10.84
760,-0.03,4.57,-10.69
770,-0.25,5.11,-10.58
780,-0.97,5.67,-10.55
790,-1.74,6.31,-10.73
800,-2.5,6.8,-10.8
810,-2.84,7.01,-10.4
820,-2.82,7.0,-9.68
830,-2.5,6.88,-8.9
840,-2.07,6.62,-7.79
850,-1.75,6.37,-6.75
860,-1.56,6.26,-6.26
870,-1.77,6.25,-6.62
880,-1.75,6.27,-7.13
890,-1.7,6.11,-7.22
900,-1.51,5.91,-7.57
910,-1.13,5.61,-7.52
920,-0.67,5.17,-6.88
930,-0.34,4.71,-6.03
940,-0.23,4.35,-5.24
950,-0.28,3.93,-4.62
960,-0.02,3.37,-4.05
970,0.66,2.62,-3.59
980,1.32,1.98,-3.62
990,1.7,1.51,-4.37
1000,1.92,1.27,-5.43
