timestamp,x,y,z
0,-5.71,4.64,-8.02
10,-6.89,4.89,-8.01
20,-7.52,5.08,-7.98
30,-7.61,5.21,-7.94
40,-7.41,4.99,-7.43
50,-6.69,4.62,-6.5
60,-6.31,4.27,-6.06
70,-7.22,4.29,-6.65
80,-7.84,4.36,-7.36
90,-8.75,4.43,-7.32
100,-8.61,4.02,-5.78
110,-8.51,3.74,-4.77
120,-8.19,3.12,-3.8
130,-7.48,2.39,-4.02
140,-6.79,1.92,-5.89
150,-5.49,1.34,-7.21
160,-4.83,0.94,-7.94
170,-4.46,0.54,-7.73
180,-3.98,0.08,-6.79
190,-3.36,-0.69,-5.62
200,-2.51,-1.72,-4.07
210,-1.24,-2.74,-4.7
220,-0.16,-3.47,-7.51
230,0.58,-3.85,-11.03
240,1.13,-3.92,-13.36
250,1.54,-4.02,-13.58
260,1.9,-4.16,-12.55
270,2.59,-4.45,-11.09
280,3.42,-4.95,-10.08
290,4.38,-5.33,-10.82
300,5.33,-5.6,-12.72
310,5.24,-5.51,-14.54
320,4.75,-5.32,-15.9
330,4.56,-5.05,-16.71
340,4.87,-5.07,-15.65
350,5.08,-5.04,-13.99
360,5.06,-5.12,-12.3
370,4.9,-5.04,-11.27
380,4.56,-4.9,-10.82
390,4.4,-4.73,-10.33
400,4.28,-4.66,-9.51
410,3.93,-4.45,-9.55
420,3.53,-4.14,-10.49
430,3.38,-3.91,-11.41
440,3.34,-3.84,-11.64
450,2.73,-3.85,-10.98
460,1.92,-3.64,-10.59
470,1.28,-3.56,-10.17
480,1.22,-3.45,-9.65
490,1.23,-3.35,-9.33
500,1.42,-3.33,-8.59
510,1.39,-3.26,-8.18
520,1.49,-3.15,-8.53
530,1.74,-3.06,-9.2
540,1.94,-3.03,-9.45
550,1.93,-2.94,-9.16
560,1.44,-2.82,-8.39
570,0.64,-2.58,-7.83
580,-0.46,-2.19,-8.03
590,-1.32,-1.7,-8.67
600,-1.92,-1.34,-9.17
610,-2.29,-0.92,-9.17
620,-2.47,-0.7,-9.0
630,-2.27,-0.55,-8.9
640,-1.64,-0.66,-8.51
650,-0.85,-0.85,-7.71
660,-0.04,-1.14,-6.8
670,0.53,-1.44,-5.89
680,1.01,-1.43,-6.06
690,0.83,-1.41,-7.35
700,-0.75,-0.99,-9.85
710,-2.92,-0.26,-12.02
720,-4.64,0.5,-12.62
730,-5.15,1.1,-11.85
740,-4.34,1.49,-10.17
750,-3.6,1.65,-8.0
760,-3.06,2.03,-6.99
770,-1.86,2.15,-5.9
780,-1.3,2.22,-4.93
790,-2.77,2.76,-5.19
800,-4.87,3.48,-6.64
810,-7.3,4.06,-8.41
820,-8.73,4.91,-10.83
830,-9.15,5.1,-10.89
840,-9.0,5.03,-9.88
850,-8.79,5.19,-8.94
860,-8.71,5.24,-8.61
870,-8.28,5.24,-8.37
880,-8.3,5.25,-8.27
890,-8.23,5.27,-8.51
900,-8.03,5.17,-8.62
910,-7.74,5.01,-8.71
920,-7.16,4.79,-8.72
930,-6.52,4.47,-8.62
940,-5.69,4.2,-8.2
950,-5.38,3.9,-7.79
960,-5.66,3.86,-7.62
970,-5.68,3.66,-7.21
980,-5.66,3.48,-7.18
990,-5.42,3.27,-7.31
1000,-5.27,3.04,-7.47
