timestamp,x,y,z
0,-4.05,4.83,-10.58
10,-3.68,4.64,-9.0
20,-3.17,4.36,-7.68
30,-2.34,3.98,-7.25
40,-2.02,3.8,-8.07
50,-2.69,3.87,-10.08
60,-3.86,4.12,-12.84
70,-4.51,4.18,-15.18
80,-5.31,4.25,-16.71
90,-5.7,4.06,-16.45
100,-5.29,3.63,-14.64
110,-4.52,3.06,-11.82
120,-3.5,2.26,-8.25
130,-2.62,1.58,-5.28
140,-1.72,1.06,-4.19
150,-1.72,0.81,-5.27
160,-2.16,0.88,-7.63
170,-2.12,0.57,-8.72
180,-1.59,0.04,-8.42
190,-1.12,-0.7,-7.11
200,-0.27,-1.49,-5.66
210,0.48,-2.34,-4.66
220,0.86,-3.29,-3.8
230,1.88,-3.85,-3.79
240,4.02,-4.67,-3.96
250,6.28,-5.44,-4.22
260,7.2,-5.74,-5.75
270,6.85,-5.79,-7.86
280,6.53,-6.2,-8.91
290,7.62,-6.32,-10.5
300,7.99,-6.81,-10.85
310,7.22,-7.33,-10.8
320,7.28,-7.37,-11.97
330,7.63,-7.29,-13.5
340,8.03,-7.47,-13.85
350,8.25,-7.55,-13.53
360,7.76,-7.43,-13.04
370,7.18,-7.2,-12.76
380,6.5,-6.92,-12.59
390,5.87,-6.53,-12.59
400,5.3,-6.08,-12.09
410,4.62,-5.7,-11.4
420,4.1,-5.32,-10.71
430,3.67,-4.91,-9.99
440,3.14,-4.65,-9.15
450,2.42,-4.3,-8.73
460,1.6,-3.87,-8.6
470,1.36,-3.59,-8.47
480,1.37,-3.33,-8.35
490,1.17,-3.12,-8.08
500,1.41,-2.92,-7.96
510,1.68,-2.78,-8.04
520,1.84,-2.72,-8.16
530,2.48,-2.78,-8.09
540,2.53,-2.72,-8.07
550,2.01,-2.51,-7.97
560,1.88,-2.4,-7.42
570,2.04,-2.22,-7.07
580,2.1,-1.96,-6.9
590,2.28,-1.92,-6.44
600,2.51,-1.93,-6.02
610,2.14,-1.77,-6.34
620,1.98,-1.42,-7.52
630,1.59,-1.2,-8.15
640,1.03,-1.03,-8.34
650,0.73,-0.7,-8.47
660,1.25,-0.51,-8.34
670,1.65,-0.41,-8.22
680,1.34,-0.15,-8.16
690,0.85,0.21,-8.26
700,0.38,0.49,-8.12
710,-0.58,0.89,-8.63
720,-1.5,1.44,-10.09
730,-1.54,1.89,-11.18
740,-1.34,2.18,-11.47
750,-1.22,2.4,-11.2
760,-0.88,2.55,-10.24
770,-0.13,2.63,-8.88
780,-0.0,2.68,-7.88
790,-0.35,2.89,-7.7
800,-1.01,3.21,-8.14
810,-1.75,3.55,-8.88
820,-2.08,3.85,-9.52
830,-2.27,4.12,-10.03
840,-2.8,4.41,-10.48
850,-3.15,4.75,-10.65
860,-3.38,4.84,-10.37
870,-3.6,4.99,-10.24
880,-3.9,4.72,-9.85
890,-3.35,5.3,-11.19
900,-4.73,5.28,-11.85
910,-5.21,5.23,-11.97
920,-3.92,5.2,-11.83
930,-3.29,4.87,-10.94
940,-2.99,4.6,-10.19
950,-2.28,4.42,-9.53
960,-2.01,4.26,-8.93
970,-2.71,4.24,-9.02
980,-3.3,4.23,-9.37
990,-3.25,4.04,-9.31
1000,-3.02,3.76,-9.12
