timestamp,x,y,z
0,0.57,4.2,-8.84
10,0.16,4.32,-8.87
20,-0.4,4.63,-9.35
30,-1.01,4.96,-9.83
40,-1.44,5.16,-9.67
50,-1.62,5.19,-9.19
60,-2.03,5.32,-8.74
70,-2.64,5.52,-8.81
80,-3.11,5.69,-8.89
90,-3.73,5.82,-8.69
100,-4.23,5.92,-8.51
110,-4.46,5.76,-7.51
120,-4.72,5.72,-7.7
130,-4.76,5.72,-8.47
140,-4.94,5.46,-8.34
150,-4.86,4.99,-7.39
160,-4.52,4.38,-6.14
170,-4.33,3.95,-5.63
180,-3.85,3.72,-6.14
190,-3.78,3.49,-6.45
200,-3.9,3.15,-6.41
210,-3.76,2.6,-6.19
220,-3.73,1.89,-5.52
230,-3.03,0.82,-4.7
240,-1.95,-0.01,-5.46
250,-0.84,-0.5,-7.12
260,0.04,-0.75,-8.65
270,0.5,-0.71,-10.04
280,0.45,-1.23,-9.29
290,0.13,-1.48,-8.44
300,0.19,-2.22,-6.83
310,1.06,-3.02,-6.28
320,2.28,-3.65,-7.26
330,3.82,-4.19,-8.71
340,5.26,-4.42,-10.27
350,5.69,-4.38,-11.47
360,5.96,-4.42,-12.26
370,6.41,-4.7,-12.41
380,6.61,-5.08,-11.96
390,6.56,-5.3,-12.21
400,6.39,-5.22,-13.15
410,6.29,-5.14,-13.64
420,7.01,-5.35,-13.06
430,7.5,-5.38,-11.99
440,7.44,-5.15,-11.62
450,6.7,-5.2,-10.4
460,5.77,-4.58,-10.57
470,4.88,-4.1,-10.31
480,4.3,-3.71,-9.82
490,3.75,-3.26,-9.69
500,3.18,-2.87,-9.66
510,2.88,-2.53,-9.81
520,2.8,-2.22,-9.75
530,2.69,-2.04,-10.04
540,1.8,-1.91,-9.15
550,0.77,-1.66,-8.65
560,-0.21,-1.38,-8.14
570,-1.01,-1.23,-7.56
580,-1.41,-1.05,-6.78
590,-1.2,-1.14,-6.25
600,-1.21,-1.13,-5.3
610,-1.3,-1.0,-5.94
620,-1.06,-0.83,-7.08
630,-0.94,-0.77,-7.56
640,-0.21,-0.94,-7.36
650,1.53,-1.14,-7.6
660,2.87,-0.97,-8.4
670,0.61,-0.84,-7.39
680,2.02,-0.78,-8.15
690,2.76,-0.85,-8.64
700,2.72,-0.95,-9.65
710,3.32,-0.73,-10.74
720,1.92,-0.81,-9.15
730,0.78,-0.67,-8.86
740,0.47,-0.59,-9.02
750,0.16,-0.42,-9.03
760,0.2,-0.31,-8.84
770,0.99,-0.28,-8.6
780,2.64,-0.32,-7.82
790,2.91,-0.47,-8.18
800,3.97,-0.24,-9.28
810,4.22,-0.09,-10.06
820,4.13,0.04,-10.42
830,3.46,0.34,-10.81
840,2.23,0.84,-10.89
850,1.74,1.27,-10.48
860,1.68,1.73,-10.14
870,2.07,2.1,-10.42
880,2.91,2.33,-11.36
890,2.85,2.79,-12.68
900,1.41,3.58,-13.93
910,0.68,4.22,-14.39
920,0.86,4.46,-13.56
930,1.69,4.45,-12.16
940,2.68,4.42,-10.83
950,3.18,4.49,-9.63
960,3.2,4.74,-8.64
970,2.65,5.1,-7.94
980,1.93,5.6,-7.61
990,1.08,6.13,-7.62
1000,0.21,6.59,-7.64
