timestamp,x,y,z
0,11.48,-4.07,-4.89
10,12.75,-3.98,-6.92
20,13.46,-3.84,-8.53
30,13.21,-3.7,-8.69
40,12.34,-3.51,-7.87
50,11.03,-3.19,-6.86
60,9.79,-2.63,-6.52
70,8.65,-2.31,-5.41
80,7.75,-2.15,-3.9
90,7.1,-1.89,-3.07
100,6.59,-1.37,-3.37
110,6.12,-0.72,-4.29
120,5.64,-0.02,-5.35
130,5.41,0.62,-5.81
140,5.12,1.2,-5.93
150,4.78,1.84,-6.04
160,4.43,2.49,-5.85
170,3.71,2.93,-4.8
180,3.05,3.31,-3.4
190,3.5,4.02,-3.79
200,2.72,4.66,-4.13
210,3.6,5.1,-4.66
220,3.93,5.53,-5.5
230,4.11,6.11,-7.03
240,4.26,6.66,-8.63
250,3.95,7.3,-9.93
260,3.75,7.51,-9.44
270,3.83,7.53,-8.14
280,3.6,7.56,-7.06
290,3.06,7.59,-6.27
300,2.28,7.88,-6.83
310,1.95,8.01,-7.87
320,2.05,7.85,-8.45
330,2.56,7.51,-8.88
340,3.69,6.79,-8.61
350,4.66,6.07,-8.33
360,4.99,5.63,-8.61
370,4.96,5.25,-8.79
380,5.03,4.84,-8.42
390,5.16,4.27,-7.62
400,5.03,3.79,-6.93
410,4.53,3.48,-6.68
420,4.16,3.11,-6.46
430,3.66,2.62,-5.76
440,3.34,2.03,-4.92
450,3.42,1.38,-4.38
460,4.12,0.66,-4.36
470,5.03,0.2,-5.59
480,5.91,-0.13,-7.12
490,6.11,-0.46,-7.53
500,6.65,-1.02,-7.11
510,5.28,-1.73,-5.28
520,5.39,-2.3,-4.58
530,5.61,-2.6,-5.42
540,7.28,-2.83,-7.14
550,7.27,-3.36,-8.15
560,9.43,-3.94,-8.83
570,10.01,-4.22,-8.96
580,10.3,-4.28,-8.92
590,9.94,-4.44,-7.58
600,8.42,-4.77,-5.82
610,7.83,-4.61,-6.23
620,7.54,-4.61,-6.3
630,8.28,-4.9,-6.07
640,8.38,-4.84,-6.85
650,8.79,-4.91,-6.97
660,8.97,-4.93,-6.68
670,8.88,-4.88,-6.03
680,8.33,-4.62,-5.67
690,7.85,-4.34,-5.65
700,7.65,-4.12,-5.66
710,7.23,-3.96,-5.51
720,7.34,-3.88,-5.6
730,7.32,-3.75,-5.76
740,7.35,-3.51,-6.26
750,7.47,-3.25,-6.98
760,7.77,-3.09,-7.39
770,7.99,-3.05,-7.4
780,7.07,-2.52,-7.4
790,7.21,-2.36,-7.68
800,6.59,-2.23,-6.56
810,5.99,-1.98,-5.9
820,6.01,-1.85,-5.88
830,5.34,-1.6,-6.09
840,4.4,-0.99,-5.99
850,4.36,-0.57,-6.48
860,3.81,-0.18,-6.48
870,3.68,0.25,-6.67
880,3.77,0.45,-6.44
890,4.03,0.53,-6.0
900,4.21,0.49,-5.24
910,4.57,0.39,-4.55
920,4.9,0.54,-4.92
930,5.22,0.81,-5.96
940,5.73,1.11,-7.16
950,6.24,1.47,-8.47
960,6.52,1.84,-9.46
970,6.74,2.17,-9.82
980,6.7,2.43,-9.25
990,6.45,2.58,-8.47
1000,5.97,3.01,-8.23
