timestamp,x,y,z
0,3.84,6.79,-8.03
10,3.32,7.21,-8.24
20,2.31,7.73,-9.13
30,2.14,8.09,-9.73
40,2.6,8.32,-10.27
50,3.12,8.58,-11.06
60,3.23,8.87,-11.91
70,2.91,9.15,-12.52
80,2.45,9.04,-12.66
90,2.01,8.44,-12.13
100,1.71,7.34,-10.83
110,1.45,6.22,-9.59
120,1.51,5.13,-8.91
130,1.69,4.1,-8.47
140,2.01,3.28,-8.45
150,2.61,2.59,-8.5
160,3.26,2.31,-8.47
170,1.6,1.43,-7.96
180,3.32,0.62,-6.86
190,3.75,0.11,-8.0
200,4.11,-0.84,-8.7
210,5.16,-2.12,-7.6
220,6.5,-2.89,-6.78
230,6.42,-3.61,-6.83
240,6.36,-4.29,-6.01
250,7.24,-4.41,-5.72
260,8.31,-4.3,-6.81
270,8.15,-4.05,-8.07
280,6.77,-4.44,-8.76
290,9.17,-4.84,-5.05
300,8.52,-4.98,-6.57
310,8.3,-4.34,-9.69
320,9.4,-4.54,-8.83
330,9.79,-4.87,-8.53
340,9.58,-5.49,-6.1
350,9.29,-5.44,-6.4
360,9.25,-4.63,-8.47
370,9.16,-4.51,-7.08
380,8.65,-4.15,-7.39
390,8.32,-3.78,-7.47
400,8.04,-3.69,-7.08
410,7.78,-3.62,-6.51
420,7.12,-3.65,-5.98
430,6.74,-3.09,-5.92
440,6.66,-3.0,-6.1
450,6.55,-2.79,-6.57
460,6.39,-2.26,-6.47
470,5.77,-2.04,-6.04
480,5.58,-1.86,-5.73
490,5.79,-1.75,-5.83
500,5.85,-1.52,-5.85
510,5.58,-1.11,-6.16
520,5.14,-0.6,-6.53
530,5.28,-0.19,-6.62
540,5.33,0.09,-6.56
550,5.21,0.34,-6.48
560,5.03,0.51,-6.23
570,4.65,0.81,-6.07
580,4.42,1.27,-6.23
590,4.67,1.56,-6.61
600,5.09,1.89,-6.78
610,5.22,2.33,-6.94
620,5.37,2.85,-7.17
630,5.91,3.11,-7.36
640,5.96,3.46,-7.84
650,5.26,4.05,-8.11
660,5.09,4.58,-8.11
670,5.33,5.04,-8.17
680,5.63,5.49,-8.34
690,6.28,5.79,-8.44
700,6.39,6.18,-8.32
710,5.9,6.75,-8.15
720,4.95,7.44,-8.47
730,3.92,8.17,-8.91
740,3.34,8.51,-9.0
750,3.11,8.69,-8.97
760,3.22,8.71,-9.01
770,3.43,8.49,-8.96
780,3.58,8.24,-8.89
790,3.83,7.9,-8.75
800,3.87,7.58,-8.81
810,3.44,7.31,-8.64
820,3.08,7.05,-8.64
830,2.99,6.76,-8.83
840,2.87,6.33,-9.04
850,4.28,5.68,-8.44
860,4.49,5.15,-8.35
870,4.5,4.57,-7.76
880,4.7,3.99,-7.07
890,4.99,3.69,-6.99
900,4.73,3.68,-7.45
910,3.55,3.46,-8.01
920,2.9,3.36,-8.38
930,2.97,3.02,-8.53
940,3.63,2.56,-8.35
950,3.91,2.14,-8.34
960,4.84,1.55,-7.74
970,4.3,0.91,-7.68
980,4.13,0.51,-7.71
990,4.4,0.01,-7.3
1000,4.75,-0.37,-7.13
